Name,ADDRESS,Phone,MEDICARE PROVIDER ID,NATIONAL PROVIDER ID (NPI),WEBSITE,PROVIDER TYPE,OWNERSHIP,BEDS,HEALTH SYSTEM AFFILIATION
Kaiser Foundation Hospital - South Sacramento Medical Center,"6600 Bruceville Road, Sacramento, CA, 95823",(916) 688-2000,50674,1528138088,https://healthy.kaiserpermanente.org/northern-california/facilities/South-Sacramento-Medical-Center-100320,Acute Care Hospitals,Voluntary non-profit - Private,241,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - South San Francisco Medical Center,"1200 El Camino Real, South San Francisco, CA, 94080",(650) 742-3200,50070,1982774337,https://healthy.kaiserpermanente.org/northern-california/facilities/South-San-Francisco-Medical-Center-100319,Acute Care Hospitals,Voluntary non-profit - Private,120,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - Vacaville Medical Center,"1 Quality Drive, Vacaville, CA, 95688",(707) 624-4000,50767,1710116116,https://healthy.kaiserpermanente.org/northern-california/facilities/Vacaville-Medical-Center-100315,Acute Care Hospitals,Voluntary non-profit - Private,72,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - Vallejo Medical Center,"975 Sereno Drive, Vallejo, CA, 94589",(707) 651-1000,50073,1366513509,https://healthy.kaiserpermanente.org/northern-california/facilities/Vallejo-Medical-Center-100316,Acute Care Hospitals,Voluntary non-profit - Other,475,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - Walnut Creek Medical Center,"1425 South Main Street, Walnut Creek, CA, 94596",(925) 295-4000,50072,1639244262,https://healthy.kaiserpermanente.org/northern-california/facilities/Walnut-Creek-Medical-Center-100313,Acute Care Hospitals,Voluntary non-profit - Private,362,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - West Los Angeles Medical Center,"6041 Cadillac Avenue, Los Angeles, CA, 90034",(213) 857-2201,50561,1134274897,https://healthy.kaiserpermanente.org/southern-california/facilities/West-Los-Angeles-Medical-Center-100028,Acute Care Hospitals,Voluntary non-profit - Private,293,/health_systems/kaiser-permanente/
Kaiser Foundation Hospital - Woodland Hills Medical Center,"5601 Desoto Avenue, Woodland Hills, CA, 91367",(818) 719-3800,50677,1295880912,https://healthy.kaiserpermanente.org/southern-california/facilities/woodland-hills-medical-center-100045,Acute Care Hospitals,Voluntary non-profit - Private,218,/health_systems/kaiser-permanente/
Kaiser Permanente Moanalua Medical Center,"3288 Moanalua Road, Honolulu, HI, 96819",(808) 432-0000,120011,1396813861,https://healthy.kaiserpermanente.org/hawaii/facilities/Kaiser-Permanente-Moanalua-Medical-Center-100434,Acute Care Hospitals,Voluntary non-profit - Private,250,/health_systems/kaiser-permanente/
"Kaiser Permanente Westside Medical Center
","2875 Nw Stucki Avenue, Hillsboro, OR, 97124",(971) 310-1000,380103,1891048807,https://healthy.kaiserpermanente.org/oregon-washington/facilities/Kaiser-Permanente-Westside-Medical-Center-303481,Acute Care Hospitals,Voluntary non-profit - Private,122,/health_systems/kaiser-permanente/
Kalkaska Memorial Health Center,"419 South Coral Street, Kalkaska, MI, 49646",(231) 258-7500,231301,,https://www.munsonhealthcare.org/kalkaska-memorial-health-center/kmhc,Critical Access Hospitals,Government - Hospital District or Authority,8,/health_systems/munson-healthcare/
Kansas Surgery & Recovery Center,"2770 North Webb Road, Wichita, KS, 67226",(316) 634-0090,170183,1306827878,https://www.kansas.surgery/,Acute Care Hospitals,Physician,34,/health_systems/ascension-health/
Kaweah Delta,"400 West Mineral King Boulevard, Visalia, CA, 93291",(559) 624-2000,50057,1588663769,https://www.kaweahdelta.org/,Acute Care Hospitals,Government - Hospital District or Authority,448,/health_systems/kaweah-delta-health-care-district/
Kearny County Hospital,"500 Thorpe Street, Lakin, KS, 67860",(620) 355-7111,171313,,https://www.kearnycountyhospital.com/,Critical Access Hospitals,Government - Local,25,
Kempsville Center For Behavioral Health,"860 Kempsville Road, Norfolk, VA, 23502",None,,,,,,,/health_systems/universal-health-services/
Kendall Regional Medical Center,"11750 Bird Road, Miami, FL, 33175",(305) 223-3000,100209,1710931522,https://kendallmed.com/,Acute Care Hospitals,Proprietary,442,/health_systems/hca-healthcare/
Kenmare Community Hospital,"317 First Avenue Nw, Kenmare, ND, 58746",(701) 385-4296,351305,,https://www.trinityhealth.org/locations/kenmare-community-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/trinity-health-2/
Kennestone Hospital,"677 Church Street, Marietta, GA, 30060",(770) 793-5000,110035,1649248626,https://www.wellstar.org/locations/pages/wellstar-kennestone-hospital.aspx,Acute Care Hospitals,Government - Hospital District or Authority,633,/health_systems/wellstar-health-system/
Kennestone Hospital At Windy Hill,"2540 Windy Hill Road, Marietta, GA, 30067",7706441081,112007,,https://www.wellstar.org/locations/pages/wellstar-windy-hill-hospital.aspx,,,115,/health_systems/wellstar-health-system/
Kent County Memorial Hospital,"455 Tollgate Road, Warwick, RI, 02886",(401) 737-7010,410009,1386643294,http://www.kentri.org/,Acute Care Hospitals,Proprietary,359,/health_systems/care-new-england-health-system/
Kentucky River Medical Center,"540 Jett Drive, Jackson, KY, 41339",(606) 666-6000,180139,1346247962,http://www.kentuckyrivermc.com/kentucky-river-medical-center/home.aspx,Acute Care Hospitals,Voluntary non-profit - Other,55,/health_systems/quorum-health/
Ketchikan Medical Center,"3100 Tongass Avenue, Ketchikan, AK, 99901",(907) 225-5171,21311,,https://www.peacehealth.org/ketchikan-medical-center,Critical Access Hospitals,Voluntary non-profit - Church,25,/health_systems/peacehealth/
Kettering Memorial Hospital,"3535 Southern Boulevard, Kettering, OH, 45429",(937) 395-8165,360079,1043233984,https://www.ketteringhealth.org/kettering/,Acute Care Hospitals,Voluntary non-profit - Church,355,/health_systems/kettering-health-network/
King's Daughters' Health,"1373 East State Road 62, Madison, IN, 47250",(812) 801-0105,150069,1518916048,https://www.kdhmadison.org/,Acute Care Hospitals,Voluntary non-profit - Private,86,/health_systems/kings-daughters-health/
King's Daughters Medical Center,"427 Highway 51 North, Brookhaven, MS, 39601",(601) 833-6011,250057,1972503464,https://kdmc.org/,Acute Care Hospitals,Voluntary non-profit - Other,122,
"King's Daughters Medical Center - Ashland, KY","2201 Lexington Avenue, Ashland, KY, 41101",(606) 408-4401,180009,1851346720,https://www.kingsdaughtershealth.com/,Acute Care Hospitals,Voluntary non-profit - Private,455,/health_systems/kings-daughters-medical-center/
King's Daughters Medical Center Ohio,"2001 Scioto Trail, Portsmouth, OH, 45662",(740) 991-4000,360361,1417227398,https://www.kingsdaughtershealth.com/locations/king-s-daughters-medical-center-ohio/,Acute Care Hospitals,Voluntary non-profit - Private,10,/health_systems/kings-daughters-medical-center/
Kingwood Medical Center,"22999 U S Highway 59 North, Kingwood, TX, 77339",(281) 359-7500,450775,1811942238,https://hcahoustonhealthcare.com/patient-financial/?page_name=pricing,Acute Care Hospitals,Proprietary,360,/health_systems/hca-healthcare/
Kingwood Pines Hospital,"2001 Ladbrook Drive, Kingwood, TX, 77339",(281) 358-1495,454103,,https://www.kingwoodpines.com/,Psychiatric,Proprietary,116,/health_systems/universal-health-services/
Kishwaukee Community Hospital,"1 Kish Hospital Drive, Dekalb, IL, 60115",(815) 756-1521,140286,1669534517,https://www.nm.org/locations/kishwaukee-hospital,Acute Care Hospitals,Voluntary non-profit - Private,98,/health_systems/northwestern-medicine/
Kittson Memorial Healthcare Center,"1010 South Birch Street, Hallock, MN, 56728",(218) 843-3612,241336,,https://kittsonhc.org/,Critical Access Hospitals,Voluntary non-profit - Private,15,
Knapp Medical Center,"1401 East Eighth Street, Weslaco, TX, 78596",(956) 968-8567,450128,1861488579,https://www.knappmed.org/,Acute Care Hospitals,Voluntary non-profit - Private,233,/health_systems/prime-healthcare-services/
Kootenai Health,"2003 Kootenai Health Way, Coeur D'alene, ID, 83814",(208) 625-4000,130049,1992798409,https://www.kh.org/,Acute Care Hospitals,Government - Hospital District or Authority,321,/health_systems/kootenai-health/
Kosciusko Community Hospital,"2101 East Dubois Drive, Warsaw, IN, 46580",(574) 267-3200,150133,1164475711,https://www.kch.com/,Acute Care Hospitals,Proprietary,72,/health_systems/community-health-systems/
Lafayette Regional Health Center,"1500 State Street, Lexington, MO, 64067",(660) 259-2203,261320,,https://lafayetteregionalhealthcenter.com/,Critical Access Hospitals,Proprietary,25,/health_systems/hca-healthcare/
Lake Charles Memorial Hospital,"1701 Oak Park Boulevard, Lake Charles, LA, 70601",(337) 494-3000,190060,1972549855,https://www.lcmh.com/,Acute Care Hospitals,Voluntary non-profit - Private,407,/health_systems/lake-charles-memorial-health-system/
Lake City Medical Center,"340 Nw Commerce Drive, Lake City, FL, 32055",(386) 719-9000,100156,1992751879,https://lakecitymedical.com/,Acute Care Hospitals,Proprietary,91,/health_systems/hca-healthcare/
Lake Cumberland Regional Hosp,"305 Langdon Street, Somerset, KY, 42503",(606) 679-7441,180132,1619038247,https://www.lakecumberlandhospital.com/,Acute Care Hospitals,Proprietary,215,/health_systems/lifepoint-health/
Lake Granbury Medical Center,"1310 Paluxy Road, Granbury, TX, 76048",(817) 573-2683,450596,1114998911,https://www.lakegranburymedicalcenter.com/,Acute Care Hospitals,Proprietary,59,/health_systems/community-health-systems/
Lake Huron Medical Center,"2601 Electric Avenue, Port Huron, MI, 48060",(810) 985-1500,230031,1306227764,https://www.mylakehuron.com/,Acute Care Hospitals,Voluntary non-profit - Church,119,/health_systems/prime-healthcare-services/
Lake Region Healthcare,"712 South Cascade Street, Fergus Falls, MN, 56537",(218) 736-8000,240052,1093713372,https://www.lrhc.org/,Acute Care Hospitals,Voluntary non-profit - Private,100,/health_systems/lake-region-healthcare/
Lakeside Hospital,"2911 Brunswick Road, Memphis, TN, 38133",(901) 377-4700,444004,,https://lakesidebhs.com/,Psychiatric,Voluntary non-profit - Church,290,/health_systems/universal-health-services/
Lakes Regional Healthcare,"2301 Highway 71 South, Spirit Lake, IA, 51360",(712) 336-1230,160124,1508862012,https://lakeshealth.org/,Acute Care Hospitals,Voluntary non-profit - Other,49,/health_systems/avera-health/
Lakeview Hospital,"927 Churchill Street West, Stillwater, MN, 55082",(651) 430-5330,240066,1538138003,https://www.healthpartners.com/care/hospitals/lakeview/,Acute Care Hospitals,Voluntary non-profit - Private,97,/health_systems/healthpartners/
Lakeview Hospital,"630 East Medical Drive, Bountiful, UT, 84010",(801) 299-2200,460042,1528010451,https://mountainstar.com/locations/lakeview-hospital/,Acute Care Hospitals,Voluntary non-profit - Other,117,/health_systems/hca-healthcare/
Lakewood Ranch Medical Center,"8330 Lakewood Ranch Boulevard, Bradenton, FL, 34202",(941) 782-2100,100299,1730179714,https://www.lakewoodranchmedicalcenter.com/,Acute Care Hospitals,Proprietary,120,/health_systems/universal-health-services/
Lakewood Regional Medical Center,"3700 East South Street, Lakewood, CA, 90712",(562) 602-6751,50581,1184655581,https://www.lakewoodregional.com/,Acute Care Hospitals,Proprietary,170,/health_systems/tenet-healthcare-corporation/
Landmann-Jungman Memorial Hospital Avera,"600 Billars Street, Scotland, SD, 57059",(605) 583-2226,431317,,https://www.avera.org/locations/profile/landmann-jungman-memorial-hospital-avera/?y_source=1_MTIyMTIzNzYtNzE1LWxvY2F0aW9uLndlYnNpdGU=,Critical Access Hospitals,Government - Local,20,/health_systems/avera-health/
Landmark Medical Center,"115 Cass Avenue, Woonsocket, RI, 02895",(401) 769-4100,410011,1699752923,https://www.landmarkmedical.org/Careers.aspx,Acute Care Hospitals,Voluntary non-profit - Private,214,/health_systems/prime-healthcare-services/
La Palma Intercommunity Hospital,"7901 Walker Street, La Palma, CA, 90623",(714) 670-7400,50580,1417965559,https://www.lapalmaintercommunityhospital.com/,Acute Care Hospitals,Proprietary,140,/health_systems/prime-healthcare-services/
La Rabida Children’s Hospital,"6501 South Promontory Drive, Chicago, IL, 60649",(773) 363-6700,143301,,https://larabida.org/,Childrens,Voluntary non-profit - Private,77,
Laredo Medical Center,"1700 East Saunders Avenue, Laredo, TX, 78041",(956) 796-5000,450029,1548232044,https://www.laredomedical.com/,Acute Care Hospitals,Proprietary,326,/health_systems/community-health-systems/
Las Palmas Medical Center,"1801 North Oregon Street, El Paso, TX, 79902",(915) 521-1200,450107,1770536120,https://laspalmasdelsolhealthcare.com/location/las-palmas-medical-center,Acute Care Hospitals,Proprietary,644,/health_systems/hca-healthcare/
Laurel Oaks Behavioral Health Center,"700 East Cottonwood Road, Dothan, AL, 36301",3347947373,14013,,https://www.laureloaksbhc.com/,,,24,/health_systems/universal-health-services/
Laurel Ridge Hospital,"17720 Corporate Woods Drive, San Antonio, TX, 78259",(512) 491-9400,454060,,https://laurelridgetc.com/,Psychiatric,Proprietary,208,/health_systems/universal-health-services/
Lawnwood Regional Medical Center,"1700 South 23rd Street, Fort Pierce, FL, 34950",(772) 461-4000,100246,1568409647,https://lawnwoodmed.com/,Acute Care Hospitals,Proprietary,392,/health_systems/hca-healthcare/
Lawrence & Memorial Hospital,"365 Montauk Avenue, New London, CT, 06320",(860) 442-0711,70007,1073530879,https://www.lmhospital.org/careers,Acute Care Hospitals,Voluntary non-profit - Private,280,/health_systems/yale-new-haven-health-system/
Lawrence Memorial Hospital,"1309 W Main St, Walnut Ridge, AR, 72476",None,43479,,https://www.lawrencememorial.info/,,,,
Lawrence Memorial Hospital,"1309 West Main, Walnut Ridge, AR, 72476",(870) 886-1200,41309,,https://lawrencememorial.info/,Critical Access Hospitals,Government - Local,25,
Lds Hospital,"Eighth Avenue And 'c' Street, Salt Lake City, UT, 84143",(801) 408-1100,460006,1528078581,https://intermountainhealthcare.org/locations/lds-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,250,/health_systems/intermountain-healthcare/
Leconte Medical Center,"742 Middle Creek Road, Sevierville, TN, 37862",(865) 446-7500,440081,1528052578,https://www.lecontemedicalcenter.com/,Acute Care Hospitals,Voluntary non-profit - Other,79,/health_systems/covenant-health/
Lehigh Regional,"1500 Lee Boulevard, Lehigh Acres, FL, 33936",(239) 369-2101,100107,1194194720,https://www.lehighregional.com/,Acute Care Hospitals,Voluntary non-profit - Private,88,/health_systems/prime-healthcare-services/
Leonard J. Chabert Medical Center,"1978 Industrial Boulevard, Houma, LA, 70363",(985) 873-2200,190183,1326485749,https://www.ochsner.org/locations/leonard-j-chabert-medical-center,Acute Care Hospitals,Voluntary non-profit - Other,156,/health_systems/ochsner-health-system/
Lewisgale Hospital - Montgomery,"3700 South Main Street, Blacksburg, VA, 24060",(540) 951-1111,490110,1275570376,https://lewisgale.com/locations/lewisgale-montgomery/,Acute Care Hospitals,Proprietary,146,/health_systems/hca-healthcare/
Lewisgale Hospital-Pulaski,"2400 Lee Highway, Pulaski, VA, 24301",(540) 994-8100,490116,1205882396,https://lewisgale.com/location/lewisgale-hospital-pulaski,Acute Care Hospitals,Proprietary,147,/health_systems/hca-healthcare/
Lewis Gale Medical Center,"1900 Electric Road, Salem, VA, 24153",(540) 776-4000,490048,1619914785,https://lewisgale.com/,Acute Care Hospitals,Voluntary non-profit - Private,506,/health_systems/hca-healthcare/
Lexington Medical Center,"250 Hospital Drive, Lexington, NC, 27292",(336) 248-5161,340096,1417958331,https://www.wakehealth.edu/Locations/Hospitals/Lexington-Medical-Center,Acute Care Hospitals,Voluntary non-profit - Private,94,/health_systems/wake-forest-university-baptist-medical-center/
Lincolnhealth,"35 Miles Street, Damariscotta, ME, 04543",(207) 563-1234,201302,,https://mainehealth.org/lincolnhealth,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/mainehealth/
Lincoln Medical Center,"106 Medical Center Boulevard, Fayetteville, TN, 37334",(931) 438-1100,440102,1629024914,https://lincolnhealthsystem.com/,Acute Care Hospitals,Government - Local,91,
Lincoln Prairie Behavioral Health Center,"5230 South Sixth Street, Springfield, IL, 62703",None,,,,,,,/health_systems/universal-health-services/
Lincoln Trail Behavioral Health,"3909 South Wilson Road, Radcliff, KY, 40160",(270) 351-9444,184012,,https://lincolnbehavioral.com/,Psychiatric,Proprietary,140,/health_systems/universal-health-services/
Littleton Adventist Hospital,"7700 South Broadway Street, Littleton, CO, 80122",(303) 730-8900,60113,1689688988,https://www.centura.org/locations/littleton-adventist-hospital,Acute Care Hospitals,Voluntary non-profit - Church,231,/health_systems/catholic-health-initiatives/
Livingston Regional Hospital,"315 Oak Street, Livingston, TN, 38570",(931) 823-5611,440187,1396760542,https://www.mylivingstonhospital.com/,Acute Care Hospitals,Proprietary,110,/health_systems/lifepoint-health/
Lock Haven Hospital,"24 Cree Drive, Lock Haven, PA, 17745",(570) 893-5024,390071,1841712882,https://www.susquehannahealth.org/locations/upmc-lock-haven,Acute Care Hospitals,Proprietary,25,/health_systems/upmc/
Lodi Community Hospital,"225 Elyria Street, Lodi, OH, 44254",(330) 948-1222,361303,,https://my.clevelandclinic.org/locations/lodi-hospital,Critical Access Hospitals,Voluntary non-profit - Private,20,/health_systems/the-cleveland-clinic-health-system/
Logan Memorial Hospital,"1625 South Nashville Road, Russellville, KY, 42276",(270) 726-4011,180066,1992893416,https://www.loganmemorial.com/,Acute Care Hospitals,Proprietary,92,/health_systems/lifepoint-health/
Logan Regional Hospital,"1400 North 500 East, Logan, UT, 84341",(435) 716-1000,460015,1831108497,https://intermountainhealthcare.org/locations/logan-regional-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,148,/health_systems/intermountain-healthcare/
Logan Regional Medical Center,"20 Hospital Drive, Logan, WV, 25601",(304) 831-1101,510048,1750332565,https://www.loganregionalmedicalcenter.com/,Acute Care Hospitals,Proprietary,140,/health_systems/lifepoint-health/
Logansport Memorial Hospital,"1101 Michigan Avenue, Logansport, IN, 46947",(574) 753-7541,150072,1356320469,https://www.logansportmemorial.org/,Acute Care Hospitals,Government - Local,83,
Lone Peak Hospital,"1925 South State Street, Draper, UT, 84020",(801) 545-8000,460060,1770821571,https://mountainstar.com/locations/lone-peak-hospital/,Acute Care Hospitals,Proprietary,32,/health_systems/hca-healthcare/
Lonesome Pine Hospital,"1990 Holton Avenue East, Big Stone Gap, VA, 24219",(276) 523-3111,490114,1801826912,https://www.balladhealth.org/hospitals/lonesome-pine-big-stone-gap,Acute Care Hospitals,Voluntary non-profit - Private,178,/health_systems/ballad-health/
Long Beach Memorial Medical Center,"2801 Atlantic Avenue, Long Beach, CA, 90806",(562) 933-2000,50485,1962442012,https://www.memorialcare.org/long-beach-medical-center,Acute Care Hospitals,Voluntary non-profit - Other,570,/health_systems/memorialcare-health-system/
Longmont United Hospital,"1950 West Mountain View Avenue, Longmont, CO, 80501",(303) 651-5111,60003,1366465866,https://www.centura.org/locations/longmont-united-hospital,Acute Care Hospitals,Voluntary non-profit - Private,186,/health_systems/catholic-health-initiatives/
Longview Regional Medical Center,"2901 North Fourth Street, Longview, TX, 75605",(903) 758-1818,450702,1528026267,https://www.longviewregional.com/,Acute Care Hospitals,Proprietary,230,/health_systems/community-health-systems/
Loretto Hospital,"645 South Central Avenue, Chicago, IL, 60644",(773) 626-4300,140083,1447280284,https://www.lorettohospital.org/,Acute Care Hospitals,Voluntary non-profit - Other,176,
Loring Hospital,"211 Highland Avenue, Sac City, IA, 50583",(712) 662-7105,161370,,https://www.loringhospital.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/unitypoint-health/
Los Alamitos Medical Center,"3751 Katella Avenue, Los Alamitos, CA, 90720",(562) 799-3220,50551,1568493922,https://www.losalamitosmedctr.com/,Acute Care Hospitals,Proprietary,146,/health_systems/tenet-healthcare-corporation/
Los Alamos Medical Center,"3917 West Road, Los Alamos, NM, 87544",(505) 662-4201,320033,1285701623,https://www.losalamosmedicalcenter.com/,Acute Care Hospitals,Proprietary,53,/health_systems/lifepoint-health/
Los Angeles Community Hospital,"4081 East Olympic Boulevard, Los Angeles, CA, 90023",(323) 267-0477,50663,1922001809,http://lach-la.com/,Acute Care Hospitals,Proprietary,180,/health_systems/prospect-medical-holdings/
Lourdes Cardiac Rehabilitation,"169 Riverside Drive, Binghamton, NY, 13905",(607) 798-5111,330011,1629087580,https://healthcare.ascension.org/Locations/New-York/NYBIN/Binghamton-Lourdes-Cardiac-Rehabilitation?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,Acute Care Hospitals,Voluntary non-profit - Private,267,/health_systems/ascension-health/
Lourdes Counseling Center,"1175 Carondelet Drive, Richland, WA, 99354",(509) 943-9104,504008,,https://www.yourlourdes.com/counseling-center/,Psychiatric,Voluntary non-profit - Private,32,/health_systems/lifepoint-health/
Lourdes Medical Center,"520 North Fourth Avenue, Pasco, WA, 99301",(509) 546-2278,501337,,https://www.yourlourdes.com/,Critical Access Hospitals,Voluntary non-profit - Church,35,/health_systems/lifepoint-health/
Lovelace Medical Center,"601 Martin Luther King Avenue Ne, Albuquerque, NM, 87102",(505) 727-8000,320009,1306914213,https://lovelace.com/lmc,Acute Care Hospitals,Voluntary non-profit - Private,254,/health_systems/ardent-health-services/
Lovelace Regional Hospital,"117 East 19th Street, Roswell, NM, 88201",(575) 625-3345,320086,1972878361,http://lovelace.com/roswell,Acute Care Hospitals,Voluntary non-profit - Private,26,/health_systems/ardent-health-services/
Lovelace UNM Rehabilitation Hospital,"505 Elm Street Ne, Albuquerque, NM, 87102",5057274700,323028,,http://lovelace.com/rehab,,,62,/health_systems/ardent-health-services/
Lovelace Westside Hospital,"10501 Golf Course Road Nw, Albuquerque, NM, 87114",(505) 727-2001,320074,1649373887,http://lovelace.com/westside,Acute Care Hospitals,Proprietary,95,/health_systems/ardent-health-services/
Lovelace Women's Hospital,"4701 Montgomery Boulevard Ne, Albuquerque, NM, 87109",(505) 727-7805,320017,1982799375,http://lovelace.com/womens,Acute Care Hospitals,Government - State,120,/health_systems/ardent-health-services/
Lower Bucks Hospital,"501 Bath Road, Bristol, PA, 19007",(215) 785-9200,390070,1528319621,https://www.lowerbuckshosp.com/,Acute Care Hospitals,Proprietary,186,/health_systems/prime-healthcare-services/
Loyola University Medical Center,"2160 South First Avenue, Maywood, IL, 60153",(708) 216-9000,140276,1376521575,https://www.loyolamedicine.org/,Acute Care Hospitals,Voluntary non-profit - Private,507,/health_systems/trinity-health/
Lucas County Health Center,"1200 North Seventh Street, Chariton, IA, 50049",(641) 774-3000,161341,,https://www.lchcia.com/,Critical Access Hospitals,Voluntary non-profit - Other,25,/health_systems/unitypoint-health/
Lutheran Hospital,"1730 West 25th Street, Cleveland, OH, 44113",(216) 696-4300,360087,1194763045,https://my.clevelandclinic.org/locations/lutheran-hospital,Acute Care Hospitals,Voluntary non-profit - Private,203,/health_systems/the-cleveland-clinic-health-system/
Lutheran Hospital Of Indiana,"7950 West Jefferson Boulevard, Fort Wayne, IN, 46804",(260) 435-7001,150017,1306897335,https://www.lutheranhospital.com/,Acute Care Hospitals,Proprietary,396,/health_systems/community-health-systems/
Lutheran Medical Center,"8300 West 38th Avenue, Wheat Ridge, CO, 80033",(303) 425-4500,60009,1669461281,https://www.sclhealth.org/locations/lutheran-medical-center/,Acute Care Hospitals,Voluntary non-profit - Private,364,/health_systems/scl-health/
Mackinac Straits Health System,"1140 North State Street, Saint Ignace, MI, 49781",(906) 643-8585,231306,,https://www.mackinacstraitshealth.org/,Critical Access Hospitals,Voluntary non-profit - Private,15,/health_systems/trinity-health/
Macneal Hospital,"3249 South Oak Park Avenue, Berwyn, IL, 60402",(708) 783-9100,140054,1295710580,https://macnealhospital.org/locations/macneal-hospital,Acute Care Hospitals,Proprietary,427,/health_systems/trinity-health/
Maine Medical Center,"22 Bramhall Street, Portland, ME, 04102",(207) 662-0111,200009,1760436216,https://www.mainehealth.org/maine-medical-center?utm_source=google&utm_medium=local,Acute Care Hospitals,Voluntary non-profit - Private,606,/health_systems/mainehealth/
Manatee Memorial Hospital,"206 Second Street East, Bradenton, FL, 34208",(941) 746-5111,100035,1760472799,https://www.manateememorial.com/,Acute Care Hospitals,Proprietary,319,/health_systems/universal-health-services/
Manchester Memorial Hospital,"71 Haynes Street, Manchester, CT, 06040",(860) 647-4780,70027,1316394638,https://www.echn.org/locations/manchester-memorial-hospital/,Acute Care Hospitals,Proprietary,249,/health_systems/prospect-medical-holdings/
Marcum & Wallace Memorial Hospital,"60 Mercy Court, Irvine, KY, 40336",(606) 723-2115,181301,,https://www.mercy.com/locations/hospitals/irvine/marcum-and-wallace-memorial-hospital,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/mercy-health-2/
Marcus Daly Memorial Hospital,"1200 Westwood Dr, Hamilton, MT, 59840",None,277039,,https://www.mdmh.org/,,,,
Marcus Daly Memorial Hospital,"1200 Westwood Drive, Hamilton, MT, 59840",(406) 375-4408,271340,,https://www.mdmh.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,
Marianjoy Rehab Hospital & Clinic,"26 West 171 Roosevelt Road, Wheaton, IL, 60187",6309098000,143027,,http://www.marianjoy.org/,,,113,/health_systems/northwestern-medicine/
Maria Parham Medical Center,"566 Ruin Creek Road, Henderson, NC, 27536",(252) 431-3708,340132,1164707725,https://www.mariaparham.com/,Acute Care Hospitals,Proprietary,102,/health_systems/lifepoint-health/
MarinHealth Medical Center,"250 Bon Air Road, Greenbrae, CA, 94904",(415) 925-7900,50360,1396725677,https://www.mymarinhealth.org/,Acute Care Hospitals,Government - Local,325,/health_systems/marin-healthcare-district/
Marion General Hospital,"441 North Wabash Avenue, Marion, IN, 46952",(765) 660-6000,150011,1770679201,https://www.mgh.net/,Acute Care Hospitals,Voluntary non-profit - Private,99,
Marion General Hospital,"1000 Mckinley Park Drive, Marion, OH, 43302",(740) 383-8400,360011,1215935366,https://www.ohiohealth.com/locations/hospitals/marion-general-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,389,/health_systems/ohiohealth/
Marshall County Healthcare Center Avera,"413 Ninth Street, Britton, SD, 57430",(605) 448-2253,431312,,https://www.avera.org/locations/profile/marshall-county-healthcare-center-avera-britton/,Critical Access Hospitals,Proprietary,20,/health_systems/avera-health/
Marthas Vineyard Hospital,"One Hospital Road, Oak Bluffs, MA, 02557",(508) 693-0410,221300,,https://www.mvhospital.com/,Critical Access Hospitals,Voluntary non-profit - Private,19,/health_systems/partners-healthcare-system/
Martin General Hospital,"310 South Mccaskey Road, Williamston, NC, 27892",(252) 809-6179,340133,1851362669,http://www.martingeneral.com/martin-general-hospital/home.aspx,Acute Care Hospitals,Government - Local,49,/health_systems/quorum-health/
Martin Luther King Jr Community Hospital,"1680 East 120th Street, Los Angeles, CA, 90059",(424) 835-6808,50779,1114367497,http://www.mlkch.org/,Acute Care Hospitals,Voluntary non-profit - Private,131,
Mary Breckinridge ARH Hospital,"130 Kate Ireland Drive, Hyden, KY, 41749",(606) 672-2901,181316,,https://www.arh.org/portfolio_page/mary-breckinridge-arh-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/appalachian-regional-healthcare/
Mary Bridge Childrens Hospital,"317 Martin Luther King Jr Way, Tacoma, WA, 98405",(253) 403-1400,503301,,https://www.marybridge.org/,Childrens,Voluntary non-profit - Other,68,/health_systems/multicare-health-system/
Mary Greeley Medical Center,"1111 Duff Avenue, Ames, IA, 50010",(515) 239-2011,160030,1477539492,https://www.mgmc.org/,Acute Care Hospitals,Voluntary non-profit - Private,220,
Mary Immaculate Hospital,"2 Bernardine Drive, Newport News, VA, 23602",(757) 886-6000,490041,1427064310,https://www.healthgrades.com/hospital-directory/virginia-va/bon-secours-mary-immaculate-hospital-hgstda7cc8b6490041,Acute Care Hospitals,Voluntary non-profit - Private,110,/health_systems/bon-secours-health-system/
Mary Imogene Bassett Hospital,"One Atwell Road, Cooperstown, NY, 13326",(607) 547-3456,330136,1780600577,https://www.bassett.org/,Acute Care Hospitals,Voluntary non-profit - Private,180,/health_systems/bassett-healthcare-network/
